Datetime,temperature(°C),temperature(°F),humidity(%),pressure(hPa)
01:10:33 15/01/2024, 16.32, 61.38, 60.31, 985.69
01:10:43 15/01/2024, 16.31, 61.37, 60.33, 985.74
01:10:53 15/01/2024, 16.33, 61.39, 60.31, 985.76
01:11:03 15/01/2024, 16.32, 61.38, 60.31, 985.75
01:11:13 15/01/2024, 16.32, 61.38, 60.32, 985.67
01:11:23 15/01/2024, 16.33, 61.39, 60.31, 985.74
01:11:33 15/01/2024, 16.31, 61.37, 60.29, 985.71
01:11:43 15/01/2024, 16.31, 61.37, 60.29, 985.71
01:11:53 15/01/2024, 16.33, 61.39, 60.30, 985.65
01:12:03 15/01/2024, 16.32, 61.38, 60.30, 985.59
01:12:13 15/01/2024, 16.32, 61.38, 60.29, 985.69
01:12:23 15/01/2024, 16.31, 61.37, 60.33, 985.69
01:12:33 15/01/2024, 16.31, 61.37, 60.33, 985.69
01:12:43 15/01/2024, 16.32, 61.38, 60.34, 985.75
01:12:53 15/01/2024, 16.30, 61.35, 60.34, 985.64
01:13:03 15/01/2024, 16.31, 61.36, 60.32, 985.70
01:13:13 15/01/2024, 16.30, 61.35, 60.30, 985.67
01:13:23 15/01/2024, 16.31, 61.37, 60.28, 985.66
01:13:33 15/01/2024, 16.31, 61.36, 60.28, 985.73
01:13:43 15/01/2024, 16.31, 61.36, 60.28, 985.79
01:13:53 15/01/2024, 16.30, 61.34, 60.27, 985.69
01:14:03 15/01/2024, 16.31, 61.36, 60.27, 985.62
01:14:13 15/01/2024, 16.32, 61.38, 60.29, 985.67
01:14:24 15/01/2024, 16.31, 61.36, 60.27, 985.62
01:14:34 15/01/2024, 16.31, 61.37, 60.25, 985.63
01:14:44 15/01/2024, 16.32, 61.38, 60.23, 985.75
01:14:54 15/01/2024, 16.31, 61.37, 60.26, 985.74
01:15:04 15/01/2024, 16.31, 61.36, 60.28, 985.68
01:15:14 15/01/2024, 16.30, 61.34, 60.29, 985.66
01:15:24 15/01/2024, 16.31, 61.36, 60.29, 985.68
01:15:34 15/01/2024, 16.30, 61.34, 60.27, 985.66
01:15:44 15/01/2024, 16.30, 61.34, 60.27, 985.58
01:15:54 15/01/2024, 16.29, 61.32, 60.25, 985.56
01:16:04 15/01/2024, 16.30, 61.34, 60.26, 985.66
01:16:14 15/01/2024, 16.29, 61.33, 60.27, 985.60
01:16:24 15/01/2024, 16.30, 61.34, 60.28, 985.66
01:16:34 15/01/2024, 16.28, 61.30, 60.30, 985.63
01:16:44 15/01/2024, 16.29, 61.32, 60.28, 985.62
01:16:54 15/01/2024, 16.28, 61.30, 60.25, 985.63
01:17:04 15/01/2024, 16.29, 61.32, 60.24, 985.59
01:17:14 15/01/2024, 16.29, 61.32, 60.24, 985.65
01:17:24 15/01/2024, 16.28, 61.31, 60.25, 985.53
01:17:34 15/01/2024, 16.28, 61.30, 60.28, 985.57
01:17:44 15/01/2024, 16.27, 61.28, 60.26, 985.61
01:17:54 15/01/2024, 16.28, 61.31, 60.26, 985.64
01:18:04 15/01/2024, 16.28, 61.30, 60.24, 985.57
01:18:14 15/01/2024, 16.28, 61.30, 60.25, 985.55
01:18:24 15/01/2024, 16.28, 61.31, 60.25, 985.64
01:18:34 15/01/2024, 16.28, 61.31, 60.22, 985.64
01:18:44 15/01/2024, 16.28, 61.30, 60.21, 985.71
01:18:54 15/01/2024, 16.28, 61.31, 60.21, 985.61
01:19:04 15/01/2024, 16.28, 61.30, 60.20, 985.63
01:19:14 15/01/2024, 16.28, 61.30, 60.21, 985.63
01:19:24 15/01/2024, 16.29, 61.32, 60.21, 985.59
01:19:35 15/01/2024, 16.28, 61.31, 60.20, 985.58
01:19:45 15/01/2024, 16.28, 61.30, 60.18, 985.57
01:19:55 15/01/2024, 16.29, 61.32, 60.17, 985.65
01:20:05 15/01/2024, 16.28, 61.30, 60.16, 985.55
01:20:15 15/01/2024, 16.29, 61.33, 60.15, 985.60
01:20:25 15/01/2024, 16.28, 61.30, 60.14, 985.60
01:20:35 15/01/2024, 16.29, 61.32, 60.13, 985.67
01:20:45 15/01/2024, 16.29, 61.32, 60.15, 985.54
01:20:55 15/01/2024, 15.93, 60.67, 60.12, 985.07
01:21:05 15/01/2024, 16.29, 61.32, 60.13, 985.62
01:21:15 15/01/2024, 16.29, 61.32, 60.17, 985.59
01:21:25 15/01/2024, 16.28, 61.31, 60.15, 985.64
01:21:35 15/01/2024, 16.27, 61.29, 60.18, 985.62
01:21:45 15/01/2024, 16.29, 61.32, 60.16, 985.65
01:21:55 15/01/2024, 16.11, 60.99, 60.13, 985.36
01:22:05 15/01/2024, 16.27, 61.28, 60.13, 985.56
01:22:15 15/01/2024, 16.28, 61.30, 60.16, 985.66
01:22:25 15/01/2024, 16.27, 61.28, 60.17, 985.64
01:22:35 15/01/2024, 16.28, 61.31, 60.16, 985.66
01:22:45 15/01/2024, 16.27, 61.28, 60.15, 985.61
01:22:55 15/01/2024, 16.27, 61.28, 60.17, 985.59
01:23:05 15/01/2024, 16.26, 61.27, 60.17, 985.61
01:23:15 15/01/2024, 16.26, 61.27, 60.17, 985.60
01:23:25 15/01/2024, 16.27, 61.28, 60.16, 985.61
01:23:35 15/01/2024, 16.27, 61.28, 60.14, 985.59
01:23:45 15/01/2024, 16.27, 61.29, 60.15, 985.62
01:23:55 15/01/2024, 16.27, 61.28, 60.17, 985.72
01:24:05 15/01/2024, 16.27, 61.28, 60.15, 985.67
01:24:15 15/01/2024, 16.26, 61.27, 60.16, 985.66
01:24:25 15/01/2024, 16.26, 61.27, 60.15, 985.65
01:24:35 15/01/2024, 16.25, 61.25, 60.14, 985.66
01:24:45 15/01/2024, 16.25, 61.26, 60.15, 985.73
01:24:56 15/01/2024, 16.26, 61.27, 60.16, 985.62
01:25:06 15/01/2024, 16.26, 61.27, 60.14, 985.62
01:25:16 15/01/2024, 16.25, 61.25, 60.16, 985.64
01:25:26 15/01/2024, 16.25, 61.26, 60.15, 985.62
01:25:36 15/01/2024, 16.25, 61.26, 60.15, 985.67
01:25:46 15/01/2024, 16.25, 61.26, 60.14, 985.67
01:25:56 15/01/2024, 16.25, 61.26, 60.18, 985.70
01:26:06 15/01/2024, 16.26, 61.27, 60.16, 985.65
01:26:16 15/01/2024, 16.25, 61.25, 60.15, 985.72
01:26:26 15/01/2024, 16.25, 61.26, 60.13, 985.70
01:26:36 15/01/2024, 16.25, 61.25, 60.15, 985.66
01:26:46 15/01/2024, 16.25, 61.26, 60.16, 985.70
01:26:56 15/01/2024, 16.24, 61.24, 60.15, 985.74
01:27:06 15/01/2024, 16.24, 61.24, 60.13, 985.68
01:27:16 15/01/2024, 16.25, 61.25, 60.13, 985.72
01:27:26 15/01/2024, 16.25, 61.25, 60.14, 985.75
01:27:36 15/01/2024, 16.25, 61.25, 60.12, 985.75
01:27:46 15/01/2024, 16.25, 61.25, 60.13, 985.69
01:27:56 15/01/2024, 16.25, 61.25, 60.10, 985.66
01:28:06 15/01/2024, 16.26, 61.27, 60.11, 985.71
01:28:16 15/01/2024, 16.24, 61.24, 60.11, 985.74
01:28:26 15/01/2024, 16.24, 61.24, 60.12, 985.74
01:28:36 15/01/2024, 16.24, 61.24, 60.12, 985.68
01:28:46 15/01/2024, 16.24, 61.24, 60.13, 985.77
01:28:56 15/01/2024, 16.25, 61.25, 60.13, 985.69
01:29:06 15/01/2024, 16.25, 61.25, 60.12, 985.77
01:29:16 15/01/2024, 16.24, 61.24, 60.10, 985.74
01:29:26 15/01/2024, 16.24, 61.23, 60.10, 985.67
01:29:36 15/01/2024, 16.25, 61.25, 60.08, 985.75
01:29:46 15/01/2024, 16.25, 61.25, 60.09, 985.80
01:29:56 15/01/2024, 16.24, 61.23, 60.10, 985.73
01:30:07 15/01/2024, 16.24, 61.23, 60.11, 985.73
01:30:17 15/01/2024, 16.24, 61.23, 60.10, 985.73
01:30:27 15/01/2024, 16.24, 61.23, 60.09, 985.81
01:30:37 15/01/2024, 16.24, 61.24, 60.08, 985.74
01:30:47 15/01/2024, 16.24, 61.23, 60.09, 985.78
01:30:57 15/01/2024, 16.24, 61.23, 60.09, 985.73
01:31:07 15/01/2024, 16.25, 61.25, 60.09, 985.69
01:31:17 15/01/2024, 16.24, 61.24, 60.07, 985.79
01:31:27 15/01/2024, 16.24, 61.24, 60.06, 985.68
01:31:37 15/01/2024, 16.25, 61.26, 60.06, 985.73
01:31:47 15/01/2024, 16.25, 61.25, 60.06, 985.69
01:31:57 15/01/2024, 16.24, 61.23, 60.06, 985.81
01:32:07 15/01/2024, 16.24, 61.24, 60.06, 985.74
01:32:17 15/01/2024, 16.24, 61.23, 60.05, 985.73
01:32:27 15/01/2024, 16.23, 61.22, 60.06, 985.69
01:32:37 15/01/2024, 16.23, 61.22, 60.01, 985.67
01:32:47 15/01/2024, 16.24, 61.23, 60.04, 985.70
01:32:57 15/01/2024, 16.24, 61.23, 60.05, 985.70
01:33:07 15/01/2024, 16.23, 61.22, 60.03, 985.72
01:33:17 15/01/2024, 16.22, 61.20, 60.05, 985.73
01:33:27 15/01/2024, 16.24, 61.23, 60.03, 985.73
01:33:37 15/01/2024, 16.23, 61.21, 60.05, 985.80
01:33:47 15/01/2024, 16.22, 61.20, 60.03, 985.76
01:33:57 15/01/2024, 16.22, 61.20, 60.05, 985.71
01:34:07 15/01/2024, 16.23, 61.21, 60.03, 985.77
01:34:17 15/01/2024, 16.23, 61.22, 60.04, 985.75
01:34:27 15/01/2024, 16.23, 61.21, 60.04, 985.71
01:34:37 15/01/2024, 16.22, 61.19, 60.06, 985.70
01:34:47 15/01/2024, 16.22, 61.20, 60.05, 985.71
01:34:57 15/01/2024, 16.22, 61.20, 60.05, 985.73
01:35:07 15/01/2024, 16.23, 61.21, 60.04, 985.71
01:35:17 15/01/2024, 16.23, 61.21, 60.02, 985.74
01:35:28 15/01/2024, 16.23, 61.21, 60.01, 985.71
01:35:38 15/01/2024, 16.23, 61.21, 60.02, 985.77
01:35:48 15/01/2024, 16.23, 61.21, 60.04, 985.69
01:35:58 15/01/2024, 16.23, 61.21, 60.00, 985.77
01:36:08 15/01/2024, 16.23, 61.21, 60.00, 985.71
01:36:18 15/01/2024, 16.24, 61.23, 59.98, 985.62
01:36:28 15/01/2024, 16.23, 61.21, 59.99, 985.66
01:36:38 15/01/2024, 16.23, 61.21, 59.99, 985.71
01:36:48 15/01/2024, 16.22, 61.19, 60.01, 985.67
01:36:58 15/01/2024, 16.21, 61.18, 60.00, 985.63
01:37:08 15/01/2024, 16.22, 61.20, 59.96, 985.71
01:37:18 15/01/2024, 16.23, 61.21, 59.99, 985.74
01:37:28 15/01/2024, 16.21, 61.18, 59.99, 985.69
01:37:38 15/01/2024, 16.21, 61.18, 59.99, 985.72
01:37:48 15/01/2024, 16.23, 61.21, 59.99, 985.66
01:37:58 15/01/2024, 16.22, 61.20, 59.99, 985.65
01:38:08 15/01/2024, 16.22, 61.19, 59.97, 985.72
01:38:18 15/01/2024, 16.22, 61.20, 59.97, 985.73
01:38:28 15/01/2024, 16.22, 61.19, 59.96, 985.70
01:38:38 15/01/2024, 16.22, 61.19, 59.98, 985.70
01:38:48 15/01/2024, 16.23, 61.21, 59.97, 985.66
01:38:58 15/01/2024, 16.22, 61.19, 59.98, 985.64
01:39:08 15/01/2024, 16.21, 61.17, 59.99, 985.68
01:39:18 15/01/2024, 16.22, 61.19, 59.96, 985.70
01:39:28 15/01/2024, 16.21, 61.18, 59.97, 985.55
01:39:38 15/01/2024, 16.21, 61.17, 59.96, 985.71
01:39:48 15/01/2024, 16.22, 61.19, 59.96, 985.67
01:39:58 15/01/2024, 16.21, 61.18, 59.95, 985.63
01:40:08 15/01/2024, 16.23, 61.21, 59.94, 985.66
01:40:18 15/01/2024, 16.21, 61.17, 59.96, 985.57
01:40:28 15/01/2024, 16.21, 61.17, 59.96, 985.57
01:40:38 15/01/2024, 16.19, 61.15, 60.00, 985.55
01:40:49 15/01/2024, 16.20, 61.16, 59.98, 985.61
01:40:59 15/01/2024, 16.21, 61.17, 59.97, 985.57
01:41:09 15/01/2024, 16.19, 61.15, 59.98, 985.57
01:41:19 15/01/2024, 16.20, 61.16, 60.01, 985.58
01:41:29 15/01/2024, 16.21, 61.17, 59.97, 985.63
01:41:39 15/01/2024, 16.20, 61.16, 59.97, 985.62
01:41:49 15/01/2024, 16.21, 61.18, 59.96, 985.52
01:41:59 15/01/2024, 16.21, 61.17, 59.96, 985.60
01:42:09 15/01/2024, 16.20, 61.16, 59.94, 985.50
01:42:19 15/01/2024, 16.21, 61.17, 59.95, 985.57
01:42:29 15/01/2024, 16.19, 61.15, 59.95, 985.49
01:42:39 15/01/2024, 16.21, 61.18, 59.95, 985.58
01:42:49 15/01/2024, 16.20, 61.16, 59.95, 985.54
01:42:59 15/01/2024, 16.21, 61.17, 59.95, 985.57
01:43:09 15/01/2024, 16.20, 61.16, 59.95, 985.61
01:43:19 15/01/2024, 16.21, 61.17, 59.96, 985.49
01:43:29 15/01/2024, 16.21, 61.17, 59.93, 985.54
01:43:39 15/01/2024, 16.21, 61.17, 59.94, 985.60
01:43:49 15/01/2024, 16.21, 61.17, 59.92, 985.63
01:43:59 15/01/2024, 16.21, 61.17, 59.94, 985.57
01:44:09 15/01/2024, 16.19, 61.15, 59.93, 985.57
01:44:19 15/01/2024, 16.20, 61.16, 59.93, 985.59
01:44:29 15/01/2024, 16.21, 61.17, 59.92, 985.65
01:44:39 15/01/2024, 16.20, 61.16, 59.91, 985.62
01:44:49 15/01/2024, 16.21, 61.18, 59.91, 985.63
01:44:59 15/01/2024, 16.21, 61.17, 59.91, 985.54
01:45:09 15/01/2024, 16.20, 61.16, 59.91, 985.62
01:45:19 15/01/2024, 16.21, 61.17, 59.91, 985.52
01:45:29 15/01/2024, 16.20, 61.16, 59.91, 985.53
01:45:39 15/01/2024, 16.21, 61.18, 59.89, 985.52
01:45:49 15/01/2024, 16.20, 61.16, 59.91, 985.56
01:46:00 15/01/2024, 16.21, 61.17, 59.91, 985.57
01:46:10 15/01/2024, 16.21, 61.17, 59.93, 985.57
01:46:20 15/01/2024, 16.21, 61.17, 59.92, 985.63
01:46:30 15/01/2024, 16.19, 61.14, 59.90, 985.54
01:46:40 15/01/2024, 16.20, 61.16, 59.92, 985.65
01:46:50 15/01/2024, 16.20, 61.16, 59.90, 985.59
01:47:00 15/01/2024, 16.19, 61.15, 59.91, 985.55
01:47:10 15/01/2024, 16.19, 61.15, 59.91, 985.57
01:47:20 15/01/2024, 16.19, 61.14, 59.93, 985.54
01:47:30 15/01/2024, 16.19, 61.14, 59.93, 985.59
01:47:40 15/01/2024, 16.21, 61.18, 59.95, 985.69
01:47:50 15/01/2024, 16.20, 61.16, 59.91, 985.65
01:48:00 15/01/2024, 16.20, 61.16, 59.94, 985.61
01:48:10 15/01/2024, 16.19, 61.15, 59.92, 985.60
01:48:20 15/01/2024, 16.19, 61.14, 59.92, 985.59
01:48:30 15/01/2024, 16.18, 61.13, 59.91, 985.67
01:48:40 15/01/2024, 16.18, 61.13, 59.93, 985.53
01:48:50 15/01/2024, 16.18, 61.12, 59.91, 985.58
01:49:00 15/01/2024, 16.18, 61.12, 59.92, 985.61
01:49:10 15/01/2024, 16.18, 61.12, 59.93, 985.58
01:49:20 15/01/2024, 16.18, 61.13, 59.94, 985.70
01:49:30 15/01/2024, 16.16, 61.09, 59.94, 985.61
01:49:40 15/01/2024, 16.17, 61.10, 59.94, 985.62
01:49:50 15/01/2024, 16.17, 61.11, 59.94, 985.60
01:50:00 15/01/2024, 16.17, 61.11, 59.94, 985.68
01:50:10 15/01/2024, 16.17, 61.11, 59.93, 985.60
01:50:20 15/01/2024, 16.17, 61.11, 59.91, 985.65
01:50:30 15/01/2024, 16.18, 61.12, 59.91, 985.63
01:50:40 15/01/2024, 16.18, 61.12, 59.90, 985.63
01:50:50 15/01/2024, 16.19, 61.14, 59.91, 985.59
01:51:00 15/01/2024, 16.18, 61.13, 59.90, 985.53
01:51:10 15/01/2024, 16.18, 61.12, 59.90, 985.63
01:51:21 15/01/2024, 16.17, 61.11, 59.89, 985.60
01:51:31 15/01/2024, 16.17, 61.10, 59.92, 985.62
01:51:41 15/01/2024, 16.17, 61.10, 59.92, 985.62
01:51:51 15/01/2024, 16.17, 61.10, 59.91, 985.62
01:52:01 15/01/2024, 16.17, 61.11, 59.91, 985.63
01:52:11 15/01/2024, 16.18, 61.12, 59.90, 985.55
01:52:21 15/01/2024, 16.17, 61.10, 59.91, 985.64
01:52:31 15/01/2024, 16.17, 61.11, 59.89, 985.74
01:52:41 15/01/2024, 16.17, 61.11, 59.89, 985.57
01:52:51 15/01/2024, 16.17, 61.10, 59.92, 985.56
01:53:01 15/01/2024, 16.17, 61.11, 59.93, 985.54
01:53:11 15/01/2024, 16.17, 61.10, 59.94, 985.56
01:53:21 15/01/2024, 16.16, 61.08, 59.92, 985.63
01:53:31 15/01/2024, 16.17, 61.10, 59.93, 985.59
01:53:41 15/01/2024, 16.16, 61.09, 59.93, 985.55
01:53:51 15/01/2024, 16.16, 61.09, 59.93, 985.61
01:54:01 15/01/2024, 16.16, 61.09, 59.92, 985.64
01:54:11 15/01/2024, 16.16, 61.08, 59.89, 985.68
01:54:21 15/01/2024, 16.16, 61.09, 59.91, 985.69
01:54:31 15/01/2024, 16.16, 61.08, 59.91, 985.66
01:54:41 15/01/2024, 16.16, 61.08, 59.89, 985.66
01:54:51 15/01/2024, 16.16, 61.09, 59.91, 985.69
01:55:01 15/01/2024, 16.16, 61.09, 59.88, 985.61
01:55:11 15/01/2024, 16.16, 61.08, 59.88, 985.66
01:55:21 15/01/2024, 16.16, 61.08, 59.88, 985.71
01:55:31 15/01/2024, 16.16, 61.08, 59.89, 985.66
01:55:41 15/01/2024, 16.15, 61.06, 59.89, 985.67
01:55:51 15/01/2024, 16.17, 61.10, 59.89, 985.64
01:56:01 15/01/2024, 16.15, 61.07, 59.86, 985.59
01:56:11 15/01/2024, 16.16, 61.09, 59.87, 985.69
01:56:21 15/01/2024, 16.16, 61.08, 59.89, 985.68
01:56:32 15/01/2024, 16.15, 61.07, 59.88, 985.59
01:56:42 15/01/2024, 16.15, 61.06, 59.87, 985.58
01:56:52 15/01/2024, 16.16, 61.08, 59.86, 985.60
01:57:02 15/01/2024, 16.16, 61.08, 59.86, 985.60
01:57:12 15/01/2024, 16.15, 61.06, 59.84, 985.61
01:57:22 15/01/2024, 16.16, 61.08, 59.85, 985.60
01:57:32 15/01/2024, 16.15, 61.06, 59.84, 985.58
01:57:42 15/01/2024, 16.15, 61.06, 59.83, 985.61
01:57:52 15/01/2024, 16.14, 61.05, 59.85, 985.60
01:58:02 15/01/2024, 16.16, 61.08, 59.86, 985.66
01:58:12 15/01/2024, 16.15, 61.07, 59.82, 985.54
01:58:22 15/01/2024, 16.15, 61.06, 59.83, 985.58
01:58:32 15/01/2024, 16.14, 61.05, 59.82, 985.57
01:58:42 15/01/2024, 16.16, 61.08, 59.82, 985.66
01:58:52 15/01/2024, 16.14, 61.05, 59.82, 985.57
01:59:02 15/01/2024, 16.16, 61.08, 59.79, 985.57
01:59:12 15/01/2024, 16.15, 61.07, 59.78, 985.62
01:59:22 15/01/2024, 16.15, 61.06, 59.78, 985.61
01:59:32 15/01/2024, 16.16, 61.08, 59.79, 985.60
01:59:42 15/01/2024, 16.16, 61.08, 59.78, 985.71
01:59:52 15/01/2024, 16.16, 61.08, 59.79, 985.60
02:00:02 15/01/2024, 16.15, 61.07, 59.78, 985.65
02:00:12 15/01/2024, 16.15, 61.06, 59.78, 985.64
02:00:22 15/01/2024, 16.14, 61.05, 59.79, 985.58
02:00:32 15/01/2024, 16.15, 61.06, 59.79, 985.61
02:00:42 15/01/2024, 16.15, 61.06, 59.82, 985.58
02:00:52 15/01/2024, 16.15, 61.06, 59.79, 985.61
02:01:02 15/01/2024, 16.15, 61.06, 59.82, 985.58
02:01:12 15/01/2024, 16.15, 61.07, 59.81, 985.57
02:01:22 15/01/2024, 16.14, 61.05, 59.80, 985.52
02:01:32 15/01/2024, 16.14, 61.05, 59.79, 985.52
02:01:42 15/01/2024, 16.14, 61.05, 59.78, 985.51
02:01:53 15/01/2024, 16.15, 61.06, 59.81, 985.61
02:02:03 15/01/2024, 16.14, 61.05, 59.81, 985.66
02:02:13 15/01/2024, 16.15, 61.06, 59.83, 985.58
02:02:23 15/01/2024, 16.14, 61.05, 59.82, 985.63
02:02:33 15/01/2024, 16.13, 61.03, 59.82, 985.64
02:02:43 15/01/2024, 16.13, 61.03, 59.80, 985.58
02:02:53 15/01/2024, 16.14, 61.05, 59.82, 985.65
02:03:03 15/01/2024, 16.14, 61.05, 59.79, 985.51
02:03:13 15/01/2024, 16.14, 61.05, 59.82, 985.51
02:03:23 15/01/2024, 16.13, 61.04, 59.82, 985.67
02:03:33 15/01/2024, 16.12, 61.01, 59.84, 985.56
02:03:43 15/01/2024, 16.13, 61.03, 59.85, 985.53
02:03:53 15/01/2024, 16.13, 61.03, 59.83, 985.50
02:04:03 15/01/2024, 16.13, 61.03, 59.81, 985.53
02:04:13 15/01/2024, 16.13, 61.03, 59.82, 985.55
02:04:23 15/01/2024, 16.13, 61.03, 59.80, 985.50
02:04:33 15/01/2024, 16.12, 61.01, 59.80, 985.48
02:04:43 15/01/2024, 16.12, 61.01, 59.83, 985.59
02:04:53 15/01/2024, 16.12, 61.01, 59.83, 985.48
02:05:03 15/01/2024, 16.12, 61.01, 59.81, 985.51
02:05:13 15/01/2024, 16.13, 61.03, 59.83, 985.50
02:05:23 15/01/2024, 16.12, 61.02, 59.80, 985.60
02:05:33 15/01/2024, 16.12, 61.02, 59.80, 985.54
02:05:43 15/01/2024, 16.12, 61.02, 59.80, 985.43
02:05:53 15/01/2024, 16.12, 61.01, 59.79, 985.48
02:06:03 15/01/2024, 16.12, 61.01, 59.79, 985.54
02:06:13 15/01/2024, 16.12, 61.01, 59.79, 985.54
02:06:23 15/01/2024, 16.12, 61.01, 59.80, 985.56
02:06:33 15/01/2024, 16.12, 61.02, 59.77, 985.49
02:06:43 15/01/2024, 16.12, 61.02, 59.75, 985.46
02:06:53 15/01/2024, 16.12, 61.02, 59.77, 985.52
02:07:03 15/01/2024, 16.13, 61.03, 59.76, 985.50
02:07:14 15/01/2024, 16.12, 61.01, 59.77, 985.54
02:07:24 15/01/2024, 16.12, 61.02, 59.80, 985.54
02:07:34 15/01/2024, 16.12, 61.01, 59.79, 985.56
02:07:44 15/01/2024, 16.12, 61.02, 59.79, 985.60
02:07:54 15/01/2024, 16.11, 61.00, 59.79, 985.58
02:08:04 15/01/2024, 16.11, 60.99, 59.79, 985.52
02:08:14 15/01/2024, 16.10, 60.98, 59.78, 985.51
02:08:24 15/01/2024, 16.11, 61.00, 59.79, 985.58
02:08:34 15/01/2024, 16.11, 60.99, 59.78, 985.55
02:08:44 15/01/2024, 16.12, 61.01, 59.77, 985.56
02:08:54 15/01/2024, 16.13, 61.03, 59.75, 985.55
02:09:04 15/01/2024, 16.11, 61.00, 59.75, 985.56
02:09:14 15/01/2024, 16.12, 61.02, 59.76, 985.49
02:09:24 15/01/2024, 16.12, 61.01, 59.75, 985.54
02:09:34 15/01/2024, 16.11, 61.00, 59.78, 985.53
02:09:44 15/01/2024, 16.11, 61.00, 59.78, 985.58
02:09:54 15/01/2024, 16.11, 61.00, 59.77, 985.58
02:10:04 15/01/2024, 16.11, 60.99, 59.78, 985.52
02:10:14 15/01/2024, 16.10, 60.98, 59.78, 985.46
02:10:24 15/01/2024, 16.11, 60.99, 59.79, 985.49
02:10:34 15/01/2024, 16.09, 60.96, 59.78, 985.50
02:10:44 15/01/2024, 16.11, 60.99, 59.80, 985.47
02:10:54 15/01/2024, 16.10, 60.98, 59.77, 985.51
02:11:04 15/01/2024, 16.12, 61.01, 59.77, 985.48
02:11:14 15/01/2024, 16.11, 60.99, 59.77, 985.47
02:11:24 15/01/2024, 16.11, 60.99, 59.78, 985.47
02:11:34 15/01/2024, 16.11, 60.99, 59.77, 985.47
02:11:44 15/01/2024, 16.11, 60.99, 59.75, 985.52
02:11:54 15/01/2024, 16.11, 61.00, 59.75, 985.58
02:12:04 15/01/2024, 16.11, 61.00, 59.75, 985.47
02:12:14 15/01/2024, 16.11, 60.99, 59.75, 985.47
02:12:24 15/01/2024, 16.11, 60.99, 59.76, 985.47
02:12:35 15/01/2024, 16.11, 60.99, 59.76, 985.52
02:12:45 15/01/2024, 16.11, 60.99, 59.75, 985.52
02:12:55 15/01/2024, 15.98, 60.77, 59.75, 985.30
02:13:05 15/01/2024, 16.11, 60.99, 59.77, 985.49
02:13:15 15/01/2024, 16.10, 60.97, 59.74, 985.53
02:13:25 15/01/2024, 16.11, 60.99, 59.75, 985.55
02:13:35 15/01/2024, 16.09, 60.95, 59.76, 985.52
02:13:45 15/01/2024, 16.10, 60.98, 59.75, 985.49
02:13:55 15/01/2024, 16.11, 60.99, 59.75, 985.52
02:14:05 15/01/2024, 16.11, 60.99, 59.75, 985.47
02:14:15 15/01/2024, 16.10, 60.97, 59.75, 985.50
02:14:25 15/01/2024, 16.09, 60.95, 59.76, 985.49
02:14:35 15/01/2024, 16.09, 60.96, 59.76, 985.50
02:14:45 15/01/2024, 16.10, 60.98, 59.79, 985.51
02:14:55 15/01/2024, 16.10, 60.97, 59.76, 985.48
02:15:05 15/01/2024, 16.10, 60.97, 59.75, 985.56
02:15:15 15/01/2024, 16.10, 60.97, 59.76, 985.56
02:15:25 15/01/2024, 16.10, 60.97, 59.75, 985.45
02:15:35 15/01/2024, 16.10, 60.98, 59.75, 985.51
02:15:45 15/01/2024, 16.09, 60.96, 59.75, 985.50
02:15:55 15/01/2024, 16.10, 60.97, 59.76, 985.48
02:16:05 15/01/2024, 16.09, 60.95, 59.76, 985.49
02:16:15 15/01/2024, 16.10, 60.98, 59.74, 985.49
02:16:25 15/01/2024, 16.09, 60.96, 59.77, 985.44
02:16:35 15/01/2024, 16.09, 60.95, 59.78, 985.43
02:16:45 15/01/2024, 16.09, 60.95, 59.77, 985.43
02:16:55 15/01/2024, 16.09, 60.96, 59.75, 985.50
02:17:05 15/01/2024, 16.09, 60.96, 59.79, 985.50
02:17:15 15/01/2024, 16.09, 60.95, 59.78, 985.49
02:17:25 15/01/2024, 16.09, 60.95, 59.79, 985.41
02:17:35 15/01/2024, 16.08, 60.94, 59.77, 985.51
02:17:46 15/01/2024, 16.09, 60.95, 59.77, 985.54
02:17:56 15/01/2024, 16.09, 60.95, 59.77, 985.43
02:18:06 15/01/2024, 16.07, 60.92, 59.79, 985.51
02:18:16 15/01/2024, 16.07, 60.92, 59.79, 985.51
02:18:26 15/01/2024, 16.09, 60.95, 59.77, 985.49
02:18:36 15/01/2024, 16.08, 60.94, 59.78, 985.50
02:18:46 15/01/2024, 16.07, 60.92, 59.78, 985.54
02:18:56 15/01/2024, 16.07, 60.93, 59.77, 985.57
02:19:06 15/01/2024, 16.07, 60.92, 59.76, 985.43
02:19:16 15/01/2024, 16.07, 60.93, 59.77, 985.52
02:19:26 15/01/2024, 16.08, 60.94, 59.76, 985.53
02:19:36 15/01/2024, 16.08, 60.94, 59.78, 985.53
02:19:46 15/01/2024, 16.07, 60.93, 59.77, 985.55
02:19:56 15/01/2024, 16.08, 60.94, 59.76, 985.53
02:20:06 15/01/2024, 16.08, 60.94, 59.78, 985.56
02:20:16 15/01/2024, 16.08, 60.94, 59.79, 985.58
02:20:26 15/01/2024, 16.07, 60.93, 59.77, 985.52
02:20:36 15/01/2024, 16.08, 60.94, 59.76, 985.53
02:20:46 15/01/2024, 16.07, 60.93, 59.75, 985.44
02:20:56 15/01/2024, 16.08, 60.94, 59.74, 985.53
02:21:06 15/01/2024, 16.07, 60.93, 59.76, 985.46
